ID,Question,Expected Answer
930,"**السؤال:** ما هي الفضيلة التي يُكفَّر بها الخطايا في شهر رمضان، وما الدليل من السنة النبوية على ذلك؟ 

**الإجابة:** تُكفَّر الخطايا في شهر رمضان، والدليل من السنة النبوية هو ما رواه أبو هريرة رضي الله عنه أن رسول الله صلى الله عليه وسلم قال: ""الصَّلَواتُ الخَمسُ، والجُمُعةُ إلى الجُمُعةِ، ورمضانُ"".",1- تُكفَّرُ به الخَطايا:الدَّليل منَ السُّنَّة:عن أبي هُريرةَ رَضِيَ اللهُ عنه أنَّ رَسولَ اللهِ صلَّى اللهُ عليه وسلَّم قال:((الصَّلَواتُ الخَمسُ، والجُمُعةُ إلى الجُمُعةِ، ورمضانُقال ابنُ فارس: (.. الرَّمضُ: حَرُّ الحجارةِ مِن شِدَّةِ حَرِّ الشَّمس. وأرض رَمضةٌ: حارَّةُ الحجارة. وذكَرَ قومٌ أنَّ رمضانَ اشتقاقُه مِن شِدَّةِ الحَرِّ؛ لأنَّهم لَمَّا نقلوا اسمَ الشُّهورِ عَنِ اللغة القديمةِ سَمَّوها بالأزمنةِ، فوافَقَ رمضانُ أيَّامِ رَمضِ الحَرِّ) ((مقاييس اللغة)) (2/ 440).إلى رَمَضانَ؛ مُكَفِّرات...
931,"**السؤال:**

ما هي الخصائص الرئيسية لشهر رمضان كما وردت في القرآن والسنة؟ مع ذكر الأدلة من النصوص الشرعية.",1- فيه أُنزِلَ القُرآنُ:الدَّليل من الكتابقولُه تعالى:شَهْرُ رَمَضَانَ الَّذِيَ أُنزِلَ فِيهِ الْقُرْآنُ هُدًى لِلنَّاسِ وَبَيِّنَاتٍ مِنَ الْهُدَى وَالْفُرْقَانِ[البقرة: 185]وكان هذا في ليلةِ القَدرِ مِن رمضانَ، قال تعالى:إِنَّا أَنزَلْنَاهُ فِي لَيْلَةِ الْقَدْرِ[القدر: 1]وقال سبحانه:إِنَّا أَنزَلْنَاهُ فِي لَيْلَةٍ مُبَارَكَةٍ[الدخان: 3]2- فيه تُفَتَّحُ أبوابُ الجنَّةِ، وتُغَلَّقُ أبوابُ النَّارِ، وتُصَفَّدُ الشَّياطينُ:الدَّليل منَ السُّنَّة:عن أبي هُريرةَ رَضِيَ اللهُ عنه أنَّ رسولَ اللهِ ص...
932,"**السؤال:**

ما هي الأسباب التي سُمِّيَت من أجلها ليلة القدر، وما هو فضلها في الإسلام؟ مع ذكر الآية القرآنية التي تشير إلى إنزال القرآن في هذه الليلة.",المطلب الأول: ليلةُ القَدرِ، فَضلُها، وما يُشرَع فيها، ووقتُهاالفرع الأول: فضلُ ليلةِ القَدرِوفي سبَبِ تَسمِيَتِها بليلةِ القَدرِ عِدَّةُ أقوالٍ؛ أهمها: أنَّها سُمِّيَتْ بلَيلةِ القَدرِ، مِنَ القَدْرِ وهو الشَّرفُ. وقيل: لأنَّه يُقَدَّرُ فيها ما يكون في تلك السَّنَة. وقيل: لأنَّ للقيامِ فيها قدْرًا عظيمًا. ينظر: ((المغني)) لابن قدامة (3/181)، ((الشرح الممتع)) لابن عُثيمين (6/492).- أُنزِلَ فيها القُرآنُ:قال تعالى:إِنَّا أَنزلْنَاهُ فِي لَيْلَةِ الْقَدْرِ[القدر: 1]- يقَدِّرُ اللهُ سبحانه وتعالى ف...
933,"**السؤال:**

استدل على حكم صوم شهر رمضان من خلال الآيات القرآنية والأحاديث النبوية، مع ذكر الأدلة التي تدعم هذا الحكم. 

**الإجابة المتوقعة:**

صوم شهر رمضان فريضة وركن من أركان الإسلام، والدليل على ذلك من الكتاب والسنة:

1. **من الكتاب:**
   - قوله تعالى: ""يَا أَيُّهَا الَّذِينَ آمَنُواْ كُتِبَ عَلَيْكُمُ الصِّيَامُ كَمَا كُتِبَ عَلَى الَّذِينَ مِن قَبْلِكُمْ لَعَلَّكُمْ تَتَّقُونَ"" [البقرة: 183].
   - قوله تعالى: ""شَهْرُ رَمَضَانَ الَّذِي أُنْزِلَ فِيهِ الْقُرْآنُ هُدًى لِلنَّاسِ وَبَيِّنَاتٍ مِنَ الْهُدَى وَالْفُرْقَانِ فَمَنْ شَهِدَ مِنكُمُ الشَّهْرَ فَلْيَصُمْهُ"" [البقرة: 185].

2. **من السنة:**
   - عن عبد الله بن عمر رضي الله عنهما أن النبي صلى الله عليه وسلم قال: ""بني الإسلام على خمس..."" وذكر منها صوم رمضان.

بهذه الأدلة يتبين أن صوم شهر رمضان هو فريضة واجبة على المسلمين.",صَومُ شَهرِ رمضانَ فريضةٌ، وركنٌ مِن أركانِ الإسلامِ.الأدِلَّة:أوَّلًا: مِنَ الكتاب1- قوله تعالى:يَا أَيُّهَا الَّذِينَ آمَنُواْ كُتِبَ عَلَيْكُمُ الصِّيَامُ كَمَا كُتِبَ عَلَى الَّذِينَ مِن قَبْلِكُمْ لَعَلَّكُمْ تَتَّقُونَ[البقرة: 183]2- قوله تعالى:شَهْرُ رَمَضَانَ الَّذِي أُنْزِلَ فِيهِ الْقُرْآنُ هُدًى لِلنَّاسِ وَبَيِّنَاتٍ مِنَ الْهُدَى وَالْفُرْقَانِ فَمَنْ شَهِدَ مِنكُمُ الشَّهْرَ فَلْيَصُمْهُ[البقرة: 185]ثانيًا: مِن السُّنَّةِعنعبدِ اللهِ بنِ عُمَرَرَضِيَ اللهُ عنهما أنَّ النَّبيَّ صلَّ...
934,"**سؤال فقهي:**

ما هو حكم من ترك صوم شهر رمضان جاحدًا لفرضية الصوم، وما هي الاستثناءات التي قد تعفيه من الكفر في هذه الحالة؟ مع ذكر الدليل من الإجماع.",المطلب الأول: حكمُ مَن تركَ صَومَ شَهرِ رمضانَ جاحدًا لفرضِيَّتِهمَن تَرَك صَومَ شَهرِ رمضانَ جاحدًا لفَرضِيَّتِه؛ فهو كافرٌإلَّا أن يكون قريبَ العهدِ بالإسلامِ، أو نشأ بباديةٍ بعيدةٍ مِنَ المسلمينَ، بحيث يُمكِنُ أن يَخفَى عليه وجوبُ صومِ رَمَضانَ، فلا يَكفُر.الدَّليل من الإجماعِ:نقل الإجماعَ على ذلكالكاسانيُّقالالكاسانيُّ: (وأمَّا الإجماع، فإنَّ الأمَّةَ أجمعت على فرضِيَّةِ شَهرِ رَمَضان، لا يجحَدُها إلَّا كافِرٌ). ((بدائع الصنائع)) (2/75).المطلب الثاني: حكمُ مَن ترَكَ صَومَ شَهرِ رمضانَ متعمدً...
935,"**السؤال:**

ما هي الطريقة المعتمدة لإثبات دخول شهر رمضان وفقًا للمذهب الحنفي، وما الأدلة الشرعية التي تدعم ذلك؟ 

**الإجابة:**

الطريقة المعتمدة لإثبات دخول شهر رمضان وفقًا للمذهب الحنفي هي طلب رؤية الهلال، حيث يُعتبر ذلك فرضًا على الكفاية. ومن الأدلة الشرعية التي تدعم ذلك ما رواه أبو هريرة رضي الله عنه عن النبي صلى الله عليه وسلم: ""صوموا لرؤيته، وأفطروا لرؤيته"".",المطلب الأول: رؤيةُ الهِلالِالفرع الأول: طلَبُ رؤيةِ الهِلالِتَرائِي الهلالِ ليلةَ الثلاثينَ مِن شعبان، فرضٌ على الكفايةِ؛ نصَّ على ذلك الحنفيَّة((فتح القدير)) للكمال ابن الهمام (2/313)، وينظر: ((المسالك في شرح موطأ مالك)) لابن العربي (4/165)، ((حاشية البجيرمي على شرح المنهج)) (2/67)، ((بغية المسترشدين)) لعبد الرحمن محمد باعلوي (ص: 223).الأدِلَّة:أوَّلًا:مِن السُّنَّةِ1- عن أبي هريرة رَضِيَ اللهُ عنه أنَّ النَّبيَّ صلَّى اللهُ عليه وسلَّم قال:((صُومُوا لِرُؤيَتِه، وأفطِرُوا لِرُؤيَتِه، فإنْ غُبّ...
936,"**السؤال:** ما هو العدد المطلوب من الشهود لإثبات رؤية هلال شهر شوال وفقاً للمذاهب الفقهية الأربعة؟ مع ذكر المصادر التي تدعم هذا الحكم. 

**الإجابة:** لا بد من إخبار شاهدين عدلين برؤية هلال شوال، وهذا باتفاق المذاهب الفقهية الأربعة: الحنفية (حاشية ابن عابدين 2/391، بدائع الصنائع للكاساني 2/81)، المالكية (مواهب الجليل 3/279، المدونة الكبرى لسحنون 1/267، الفواكه الدواني للنفراوي 1/304)، الشافعية (المجموع للنووي 6/280، روضة الطالبين للنووي 2/348)، والحنابلة (كشاف القناع).",المطلب الأول: رؤيةُ هلالِ شَوَّالالفرع الأول: العددُ المُعتَبَرُ في رؤيةِ الهلالِلا بدَّ مِن إخبارِ شاهِدَينِ عَدْلَينِ برؤيةِ هلالِ شَوَّالٍ، وهذا باتِّفاقِ المَذاهِبِ الفِقهيَّةِ الأربَعةِ: الحَنَفيَّة((حاشية ابن عابدين)) (2/391)، وينظر: ((بدائع الصنائع)) للكاساني (2/81).، والمالكيَّة((مواهب الجليل)) (3/279)، وينظر: ((المدونة الكبرى)) لسحنون (1/267)، ((الفواكه الدواني)) للنفراوي (1/304).، والشَّافِعيَّة((المجموع)) للنووي (6/280)، ((روضة الطالبين)) للنووي (2/348).، والحَنابِلة((كشاف القناع)) لل...
937,"**السؤال:** ما هو حكم فطر المريض في شهر رمضان، وما هي الأدلة التي تدل على إباحة ذلك؟

**الإجابة:** يُباح للمريض الفطر في رمضان، وذلك بناءً على الأدلة التالية:
1. من الكتاب: قوله تعالى: ""فَمَنْ كَانَ مِنْكُمْ مَرِيضًا أَوْ عَلَى سَفَرٍ فَعِدَّةٌ مِنْ أَيَّامٍ أُخَرَ"" [البقرة: 184].
2. من الإجماع: حيث نقل ابن حزم وابن قدامة الإجماع على إباحة الفطر للمريض، حيث قال ابن حزم: ""واتفقوا على أن من آذاه المرض وضعف عن الصوم، فله أن يفطر""، وأكد ابن قدامة أن أهل العلم أجمعوا على إباحة الفطر للمريض في الجملة.",يُباحُ للمَريضِ الفِطرُ في رَمَضانَ، وذلك في الجملة.الأدِلَّة:أوَّلًا: من الكتابقولُه تعالى:فَمَنْ كَانَ مِنْكُمْ مَرِيضًا أَوْ عَلَى سَفَرٍ فَعِدَّةٌ مِنْ أَيَّامٍ أُخَرَ[البقرة:184]ثانيًا: من الإجماعِنقل الإجماعَ على ذلكابنُ حَزمٍقال ابنُ حزم: (وَاتَّفَقُوا على أنَّ مَن آذاه المَرَض وضَعفَ عَن الصَّوم، فله أن يُفطِرَ) ((مراتب الإجماع)) (ص40).، وابنُ قُدامةَقال ابنُ قدامة: (أجمعَ أهلُ العِلمِ على إباحةِ الفِطرِ للمَريضِ في الجملةِ). ((المغني)) (3/ 155).، والنَّوويُّ((روضة الطالبين)) للنووي (2/3...
938,"**السؤال:**

ما هو حدُّ المرض الذي يُبيح الفطر في رمضان وفقًا لمذهب الجمهور من الفقهاء، وما هي الشروط التي يجب أن تتوفر ليجوز للمريض الإفطار؟ 

**الإجابة:**

يُبيح الفطر في رمضان المرض الذي يخاف المريض من زيادة المرض بصيامه أو إذا كان الصيام يشق عليه دون أن يضرّه. وهذا هو مذهب الجمهور من الفقهاء، بما في ذلك الحنفية والمالكية والحنابلة.",المطلب الأول: المرضُ الذي يزيدُ بالصَّومِإذا خاف المريضُ زيادةَ المَرَض بصيامِه أو كان يشُقُّ عليه ولا يضُرُّه؛ فله أن يُفطِر، وهو مَذهَبُ الجُمهورِ: الحَنَفيَّة((حاشية ابن عابدين)) (2/422)، وينظر: ((بدائع الصنائع)) للكاساني (2/ 94).، والمالكيَّة((مواهب الجليل)) للحطاب (3/382)، وينظر: ((تفسير القرطبي)) (2/ 276).، والحَنابِلة((كشاف القناع)) للبهوتي (2/310)، وينظر: ((المغني)) لابن قدامة (3/ 156).، وهو قَولُ جُمهورِ العُلَماءِقال القرطبي: (وقال جمهورٌ مِنَ العُلَماءِ: إذا كان به مَرضٌ يُؤلِمُه ويُؤ...
939,"**السؤال:**

ما هو الحكم الشرعي للمريض الذي يُرجى برؤه إذا أفطر في رمضان، وما الأدلة التي تدل على ذلك؟ 

**الإجابة:**

يجب على المريض الذي يُرجى برؤه قضاء ما أفطره من أيام رمضان بعد شفائه. 

**الأدلة:**
1. من الكتاب: قوله تعالى: ""فَمَن كَانَ مِنكُمْ مَرِيضًا أَوْ عَلَى سَفَرٍ فَعِدَّةٌ مِنْ أَيَّامٍ أُخَرَ"" [البقرة: 184]، حيث يدل هذا على وجوب القضاء عليه إذا شفي.
2. من الإجماع: حيث نقل ابن حزم الإجماع على أن من أفطر في سفر أو مرض فعليه قضاء أيام عدد ما أفطر، ما لم يأت عليه رمضان آخر.",إذا أفطَرَ مَن كان به مرضٌ يُرجى بُرْؤُهُ ثم شُفِيَ؛ وجب عليه قضاءُ ما أفطَرَه من أيَّامٍ.الأدِلَّة:أوَّلًا: من الكتابقوله تعالى:فَمَن كَانَ مِنكُمْ مَرِيضًا أَوْ عَلَى سَفَرٍ فَعِدَّةٌ مِنْ أَيَّامٍ أُخَرَ[البقرة: 184]ففي قَولِه سبحانه:فَعِدَّةٌ مِنْ أَيَّامٍ أُخَرَدليلٌ على وُجوبِ القَضَاءِ عليه إذا شُفِيَ.ثانيًا: مِنَ الإجماعِنقل الإجماعَ على ذلكابنُ حَزمٍقال ابنُ حزم: (واتَّفقوا أنَّ مَن أفطر في سفرٍ أَو مرضٍ؛ فعليه قضاءُ أيَّامِ عدَدِ ما أفطَرَ، ما لم يأْتِ عليه رمضانُ آخَرُ). ((مراتب الإجم...
940,"**السؤال:**

ما هو الحكم الفقهي لمن أفطر في رمضان بسبب مرض مزمن لا يُرجى برؤه، وما هي الكفارة المترتبة عليه وفقًا للمذاهب الفقهية الأربعة؟ 

**الإجابة:**

من أفطر في رمضان بسبب مرض مزمن لا يُرجى برؤه، فإنه يجب عليه إطعام مسكين عن كل يوم أفطر فيه، وذلك باتفاق المذاهب الفقهية الأربعة: الحنفية، المالكية، الشافعية، والحنابلة.",إذا أفطَرَ من كان به مَرَضٌ لا يُرجى بُرْؤُهُ- كأن يكونَ مَرَضُه مزمنًا- فإنَّه يُطعِمُ عن كلِّ يومٍ مسكينًا، باتِّفاقِ المَذاهِبِ الفِقهيَّةِ الأربَعةِ: الحَنَفيَّة((البحر الرائق)) لابن نجيم (4/116)، ((حاشية ابن عابدين)) (3/476).، والمالكيَّة((الكافي)) لابن عبد البر (2/608).، والشَّافِعيَّة((المجموع)) للنووي (6/258)، ((نهاية المحتاج)) للرملي (3/189).، والحَنابِلة((شرح منتهى الإرادات)) للبهوتي (1/475)، وينظر: ((الروض المربع)) للبهوتي (1/228).، وهو قولُ أكثَرِ أهلِ العِلمِ((المجموع)) للنووي (6/25...
941,"**السؤال:**

ما هو حكم صوم المريض إذا تحامل على نفسه وصام، وما هو الدليل على ذلك من المذاهب الفقهية الأربعة؟ 

**الإجابة:**

حكم صوم المريض إذا تحامل على نفسه وصام هو أنه يُجزئه، وهذا باتفاق المذاهب الفقهية الأربعة: 

- **الحنفية:** كما ورد في ""البحر الرائق"" لابن نجيم و""بدائع الصنائع"" للكاساني.
- **المالكية:** كما ورد في ""الكافي"" لابن عبد البر.
- **الشافعية:** كما ورد في ""المجموع"" للنووي و""الأم"" للشافعي.
- **الحنابلة:** كما ورد في ""الإنصاف"" للمرداوي و""المغني"" لابن قدامة.

وقد حُكيَ الإجماع على ذلك، حيث قال ابن حزم: ""واتفقوا على أنَّ ..."".",المطلب الأول: حُكمُ صومِ المريضِ إذا تحامَلَ على نفسِهإذا تحامَلَ المريضُ على نفسه فصامَ؛ فإنه يُجزئهُ، وهذا باتِّفاقِ المَذاهِبِ الفِقهيَّةِ الأربَعةِ: الحنفيَّة((البحر الرائق)) لابن نجيم (2/303)، وينظر: ((بدائع الصنائع)) للكاساني (2/84).، والمالكيَّة((الكافي) لابن عبد البر (1/338).، والشَّافعيَّة((المجموع)) للنووي (6/258)، وينظر: ((الأم)) للشافعي (1/218).، والحَنابِلة((الإنصاف)) للمرداوي (3/203)، وينظر: (( المغني)) لابن قدامة (3/155).، وحُكِيَ الإجماعُ على ذلكقال ابنُ حزم: (واتَّفقوا على أنَّ ...
942,"**سؤال فقهي:**

ما هو حكم فطر المسافر في شهر رمضان، وما هي المذاهب الفقهية التي اتفقت على جواز ذلك؟ مع ذكر بعض المصادر التي تدعم هذا الحكم.",يجوزُ للمُسافِرِ أن يُفطِرَ، وذلك باتِّفاقِ المَذاهِبِ الفِقهيَّةِ الأربَعةِ: الحَنَفيَّة((البحر الرائق)) لابن نجيم (2/304)، ((تبيين الحقائق)) للزيلعي (1/333).، والمالكيَّة((حاشية العدوي على كفاية الطالب الرباني)) (1/453)، وينظر: ((الثمر الداني)) للآبي الأزهري (ص: 305).، والشَّافِعيَّة((المجموع)) للنووي (6/260،261)، ((روضة الطالبين)) للنووي (2/370).، والحَنابِلة((الإنصاف)) للمرداوي (3/203)، ((كشاف القناع)) للبهوتي (2/311).، وحُكِي الإجماعُ على ذلكقال ابنُ قدامة: (للمُسافِرِ أن يُفطِرَ في رمضانَ ...
943,"**السؤال:** ما هو حكم صوم المسافر الذي لا يشق عليه الصوم، وما هي الآراء المختلفة بين أهل العلم حول الأفضل له: الصوم أم الفطر؟ 

**الإجابة:** إذا لم يشق الصوم على المسافر، فاختلف أهل العلم في الأفضل له بين الصوم والفطر. القول الأول: الصوم هو الأفضل، وهو مذهب الجمهور من الحنفية والمالكية والشافعية.",المطلب الأول: حُكمُ صومِ المُسافِرِ الذي لا يشُقُّ عليه الصَّومُإذا لم يَشُقَّ الصَّومُ على المسافِرِ، واستوى عنده الصَّومُ والفِطْرُ، فاختلف أهلُ العِلمِ في الأفضَلِ له: الصَّومُ أم الفِطرُ، على قولين:القول الأول:الصَّومُ أفضَلُ له، وهو مَذهَبُ الجُمهورِ: الحَنَفيَّة((البحر الرائق)) لابن نجيم (2/304).، والمالكيَّة((الكافي)) لابن عبد البر (1/337)، وينظر: ((الفواكه الدواني)) للنفراوي (2/718).، والشَّافِعيَّة((المجموع)) للنووي (6/261)، ((روضة الطالبين)) للنووي (2/370).، واختارهابنُ عُثيمين((مجموع ...
944,"**السؤال:**

ما هو حكم صوم من يسافر سفرًا شبه دائم، مثل سائقي الطائرات والقطارات، إذا كان له بلد يأوي إليه؟ مع ذكر الدليل من أقوال العلماء.",يُباحُ الفِطرُ لِمَن كان سَفَرُه شِبْهَ دائمٍ، كسائِقِي الطَّائراتِ والقِطاراتِ والشَّاحنات ونحوِهم، إذا كان له بلدٌ يأوي إليه، وهذا اختيارُابنِ تَيميَّةَقال ابنُ تيمية: (ويُفطِرُ مَن عادَتُه السَّفَرُ إذا كان له بلدٌ يأوي إليه، كالتَّاجِرِ الجَلَّاب الذي يجلِبُ الطَّعامَ وغَيرَه مِنَ السِّلَع، وكالمكاري الذي يكري دوابَّه مِنَ الجلَّابِ وغيرهم، وكالبريدِ الذي يسافِرُ في مصالِحِ المسلمين ونحوهم، وكذلك الملَّاحُ الذي له مكانٌ في البَرِّ يسكُنُه، فأمَّا من كان معه في السفينةِ امرأتُه وجميعُ مصالِحِ...
945,"**السؤال:** ما هو الحكم الفقهي للمسافر الذي أفطر في رمضان، وما الأدلة التي تدل على وجوب قضاء الأيام التي أفطرها؟

**الإجابة:** يجب على المسافر الذي أفطر في رمضان قضاء الأيام التي أفطرها، وذلك استنادًا إلى قوله تعالى: ""فَمَن كَانَ مِنكُمْ مَرِيضًا أَوْ عَلَى سَفَرٍ فَعِدَّةٌ مِنْ أَيَّامٍ أُخَرَ"" [البقرة: 184]، حيث يدل ذلك على وجوب القضاء. كما أن هناك إجماع بين الفقهاء على أن من أفطر في سفر أو مرض فعليه قضاء الأيام التي أفطرها، كما ذكر ابن حزم.",المطلب الأول: قضاءُ المُسافِرِ الأيَّامَ التي أفطَرَهاإذا أفطَرَ المسافِرُ وجب عليه قضاءُ ما أفطَرَه مِن أيَّامٍ.الأدِلَّة:أوَّلًا:من الكتابقوله تعالى:فَمَن كَانَ مِنكُمْ مَرِيضًا أَوْ عَلَى سَفَرٍ فَعِدَّةٌ مِنْ أَيَّامٍ أُخَرَ[البقرة: 184]في قوله سبحانه:فَعِدَّةٌ مِنْ أَيَّامٍ أُخَرَدليلٌ على وُجوبِ القَضاءِ عليه إذا أفطَرَ.ثانيًا:من الإجماعنقَل الإجماعَ على ذلك:ابنُ حَزمٍقال ابنُ حزم: (واتَّفقوا أنَّ مَن أفطَرَ في سفرٍ أو مرضٍ، فعليه قضاءُ أيَّام عَدَد ما أفطَرَ، ما لم يأْتِ عليه رمضانُ آخَرُ...
946,"**السؤال:** ما هو حكم صوم الشيخ الكبير والمرأة العجوز الذين لا يطيقان الصوم، وما هي الأدلة الشرعية التي تدعم هذا الحكم؟ 

**الإجابة:** يُباح الفطر للشيخ الكبير والمرأة العجوز اللذين لا يطيقان الصوم. الأدلة على ذلك تشمل:

1. **من الكتاب:** قوله تعالى: ""وَعَلَى الَّذِينَ يُطِيقُونَهُ فِدْيَةٌ طَعَامُ مِسْكِينٍ"" [البقرة: 184]، حيث فسر ابن عباس أن هذه الآية تشير إلى الشيخ الكبير والمرأة الكبيرة اللذين لا يستطيعان الصوم، فيجب عليهما إطعام مسكين عن كل يوم.

2. **من الإجماع:** حيث نقل ابن المنذر الإجماع على أن الشيخ الكبير والعجوز العاجزين عن الصوم يجوز لهما الفطر.",يُباح الفِطرُ للشَّيخِ الكبيرِ والمرأةِ العَجوزِ، اللَّذينِ لا يُطيقانِ الصَّومَ.الأدِلَّة:أوَّلًا: من الكتابقولُه تعالى:وَعَلَى الَّذِينَ يُطِيقُونَهُ فِدْيَةٌ طَعَامُ مِسْكِينٍ[البقرة: 184]قالابنُ عبَّاسٍ: «ليسَتْ بمنسوخةٍ، هو الشَّيخُ الكبيرُ، والمرأةُ الكبيرةُ لا يستطيعانِ أن يصوما، فيُطعِمانِ مكانَ كُلِّ يومٍ مِسكينًا»[650] رواه البخاري (4505).ثانيًا: من الإجماعنقل الإجماعَ على ذلك ابنُ المُنذِرِقال ابنُ المنذر: (وأجمعوا على أنَّ للشَّيخِ الكبيرِ، والعجوزِ؛ العاجزينِ عَنِ الصَّومِ أن يُفطِر...
947,"**السؤال:**

ما هو الحكم الشرعي الذي يلزم الكبير والعجوز إذا أفطرا في رمضان، وما هي الأدلة التي تدعم هذا الحكم وفقًا لمذاهب الفقهاء؟ 

**الإجابة:**

يلزم الكبير والعجوز إذا أفطرا في رمضان أن يطعما عن كل يوم مسكينًا. هذا هو مذهب الجمهور من الفقهاء، حيث قال الحنفية في ""المبسوط"" للسرخسي، والشافعية في ""المجموع"" للنووي، والحنابلة في ""كشاف القناع"" للبهوتي. وقد حُكيَ الإجماع على ذلك، حيث ذكر الجصاص أن السلف قد أوجبوا الفدية على الشيخ الكبير دون خلاف.",إذا أفطَرَ الرَّجُلُ الكبيرُ والمرأةُ العجوزُ؛ فعليهما أن يُطعِما عن كلِّ يومٍ مسكينًا، وهو مَذهَبُ الجُمهورِ: الحَنَفيَّة((المبسوط)) للسرخسي (3/92)، وينظر: ((فتح القدير)) للكمال ابن الهمام (2/356).، والشَّافِعيَّة((المجموع)) للنووي (6/258)، وينظر: ((الأم)) للشافعي (2/113).، والحَنابِلة((كشاف القناع)) للبهوتي (2/309)، وينظر: ((المغني)) لابن قدامة (3/151).، وحُكِيَ الإجماعُ على ذلكقال الجصاص: (وقد ذكرنا قولَ السَّلَفِ في الشَّيخ الكبير، وإيجاب الفِديةِ عليه في الحالِ من غيرِ خلافِ أحدٍ مِن نُظَرا...
948,"**السؤال:** ما هو حكم صوم الحامل والمرضع في رمضان، وما هي المذاهب الفقهية التي اتفقت على هذا الحكم؟ 

**الإجابة:** يُباح للحامل والمرضع الفطر في رمضان، سواء خافتا على نفسيهما أو على ولديهما، وهذا باتفاق المذاهب الفقهية الأربعة: الحنفية، المالكية، الشافعية، والحنابلة.",يُباحُ للحامِلِ والمرضِعِ الفِطرُ في رَمَضانَ، سواءٌ خافتا على نَفْسَيهِما أو على وَلَدَيْهما، وهذا باتِّفاقِ المَذاهِبِ الفِقهيَّةِ الأربَعةِ: الحَنَفيَّة((المبسوط)) للسرخسي (3/92)، وينظر: ((المبسوط)) للشيباني (2/245).، والمالكيَّة((منح الجليل)) لعليش (2/151)، وينظر: ((المدونة الكبرى)) لسحنون (1/278)، ((الاستذكار)) لابن عبد البر (10/223).، والشَّافِعيَّة((المجموع)) للنووي (6/267)، وينظر: ((الأم)) للشافعي (2/113).، والحَنابِلة((الفروع)) لابن مفلح (4/446)، وينظر: ((المغني)) لابن قدامة ( 3/149).ال...
949,"**السؤال:**

ما هو الحكم الفقهي الذي يترتب على الحامل والمرضع إذا أفطرتا خوفًا على نفسيهما، وما هو مذهب الجمهور في هذه المسألة؟ 

**الإجابة:**

إذا أفطرت الحامل والمرضع خوفًا على نفسيهما، فإن عليهما القضاء فقط. وهذا هو مذهب الجمهور من الحنفية والشافعية والحنابلة، كما ورد في كتبهم مثل ""الهداية"" للمرغيناني و""المجموع"" للنووي و""الفروع"" لابن مفلح.",المطلب الأول: إذا أفطَرَتِ الحامِلُ والمُرضِعُ خوفًا على نَفْسَيهِماإذا أفطَرَتِ الحامِلُ والمرضِعُ خوفًا على نَفسَيْهما؛ فعليهما القضاءُ فقط، وهذا مَذهَبُ الجُمهورِ: الحَنَفيَّة((الهداية)) للمرغيناني (1/127)، وينظر: ((فتح القدير)) للكمال ابن الهمام (2/ 355) ((الجوهرة النيرة)) للحدادي (1/ 143)، والشَّافِعيَّة((المجموع)) للنووي (6/ 267)، وينظر: ((البيان)) للعمراني (3/ 473).، والحَنابِلة((الفروع)) لابن مفلح (4/ 446)، وينظر: ((المغني)) لابن قدامة (3/ 149).، وهو قَولُ طائفةٍ مِنَ السَّلَفِقال القرطب...
950,"**السؤال:**

ما هي الأحكام الفقهية المتعلقة بالصوم بالنسبة للعاملين في المهن الشاقة، وكيف يمكن تحديد قدرتهم على الصوم في ظل ظروف العمل القاسية؟ 

**أ) يجب على جميع العاملين في المهن الشاقة الصوم دون استثناء.**

**ب) يجوز لهم الإفطار إذا كانت ظروف العمل تؤثر على صحتهم.**

**ج) يجب عليهم الصوم ولكن مع تقديم طلب للإفطار في حال الشعور بالتعب.**

**د) لا يجوز لهم الصوم في أي حال من الأحوال.**

**الإجابة الصحيحة: ب) يجوز لهم الإفطار إذا كانت ظروف العمل تؤثر على صحتهم.**",يُنظر ما تقدَّم في هامشِ: (مبحث القُدرةُ على الصَّومِ - البابِ الأولِ)....
